Key,Date,From,To,Teams Involved,Player Trade,Rights/Pick Trade
2019-07-06_Hawks_Pelicans=Nickeil Alexander-Walker+Solomon Hill,2019-07-06,Solomon Hill,Nickeil Alexander-Walker,"['Hawks', 'Pelicans']",True,True
2019-07-06_Hawks_Pelicans=Didi Louzada+Solomon Hill,2019-07-06,Solomon Hill,Didi Louzada,"['Hawks', 'Pelicans']",True,True
2019-07-06_Hawks_Pelicans=Solomon Hill+Vince Williams Jr.,2019-07-06,Solomon Hill,Vince Williams Jr.,"['Hawks', 'Pelicans']",True,True
2019-07-06_Hawks_Pelicans=De'Andre Hunter+Jaxson Hayes,2019-07-06,De'Andre Hunter,Jaxson Hayes,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=De'Andre Hunter+Nickeil Alexander-Walker,2019-07-06,De'Andre Hunter,Nickeil Alexander-Walker,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=De'Andre Hunter+Didi Louzada,2019-07-06,De'Andre Hunter,Didi Louzada,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=De'Andre Hunter+Vince Williams Jr.,2019-07-06,De'Andre Hunter,Vince Williams Jr.,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=Jaxson Hayes+Jordan Bone,2019-07-06,Jordan Bone,Jaxson Hayes,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=Jordan Bone+Nickeil Alexander-Walker,2019-07-06,Jordan Bone,Nickeil Alexander-Walker,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=Didi Louzada+Jordan Bone,2019-07-06,Jordan Bone,Didi Louzada,"['Hawks', 'Pelicans']",False,True
2019-07-06_Hawks_Pelicans=Jordan Bone+Vince Williams Jr.,2019-07-06,Jordan Bone,Vince Williams Jr.,"['Hawks', 'Pelicans']",False,True
2019-07-07_Grizzlies_Hawks=Chandler Parsons+Solomon Hill,2019-07-07,Solomon Hill,Chandler Parsons,"['Grizzlies', 'Hawks']",True,False
2019-07-07_Grizzlies_Hawks=Chandler Parsons+Miles Plumlee,2019-07-07,Miles Plumlee,Chandler Parsons,"['Grizzlies', 'Hawks']",True,False
2019-07-07_Grizzlies_Suns=Jevon Carter+Josh Jackson,2019-07-07,Josh Jackson,Jevon Carter,"['Grizzlies', 'Suns']",True,False
2019-07-07_Grizzlies_Suns=Josh Jackson+Kyle Korver,2019-07-07,Josh Jackson,Kyle Korver,"['Grizzlies', 'Suns']",True,False
2019-07-07_Grizzlies_Suns=De'Anthony Melton+Jevon Carter,2019-07-07,De'Anthony Melton,Jevon Carter,"['Grizzlies', 'Suns']",True,False
2019-07-07_Grizzlies_Suns=De'Anthony Melton+Kyle Korver,2019-07-07,De'Anthony Melton,Kyle Korver,"['Grizzlies', 'Suns']",True,False
2019-07-07_Grizzlies_Suns=Jevon Carter+Robert Woodard II,2019-07-07,Robert Woodard II,Jevon Carter,"['Grizzlies', 'Suns']",True,True
2019-07-07_Grizzlies_Suns=Kyle Korver+Robert Woodard II,2019-07-07,Robert Woodard II,Kyle Korver,"['Grizzlies', 'Suns']",True,True
2019-07-07_Grizzlies_Warriors=Andre Iguodala+Julian Washburn,2019-07-07,Andre Iguodala,Julian Washburn,"['Grizzlies', 'Warriors']",True,False
2019-07-07_Jazz_Pelicans=David Johnson (Ricardo)+Derrick Favors,2019-07-07,David Johnson (Ricardo),Derrick Favors,"['Jazz', 'Pelicans']",True,True
2019-07-07_Bulls_Wizards=Tomas Satoransky+Vit Krejci,2019-07-07,Tomas Satoransky,Vit Krejci,"['Bulls', 'Wizards']",True,True
2019-07-07_Bulls_Wizards=Christian Koloko+Tomas Satoransky,2019-07-07,Tomas Satoransky,Christian Koloko,"['Bulls', 'Wizards']",True,True
2019-07-07_Bulls_Wizards=Kennedy Chandler+Vit Krejci,2019-07-07,Kennedy Chandler,Vit Krejci,"['Bulls', 'Wizards']",False,True
2019-07-07_Bulls_Wizards=Christian Koloko+Kennedy Chandler,2019-07-07,Kennedy Chandler,Christian Koloko,"['Bulls', 'Wizards']",False,True
2019-07-07_Nets_Warriors=D'Angelo Russell+Kevin Durant,2019-07-07,Kevin Durant,D'Angelo Russell,"['Nets', 'Warriors']",True,False
2019-07-07_Nets_Warriors=Kevin Durant+Shabazz Napier,2019-07-07,Kevin Durant,Shabazz Napier,"['Nets', 'Warriors']",True,False
2019-07-07_Nets_Warriors=Kevin Durant+Treveon Graham,2019-07-07,Kevin Durant,Treveon Graham,"['Nets', 'Warriors']",True,False
2019-07-08_Hawks_Warriors=Damian Jones+Omari Spellman,2019-07-08,Damian Jones,Omari Spellman,"['Hawks', 'Warriors']",True,False
2019-07-08_Timberwolves_Warriors=Lior Eliyahu+Shabazz Napier,2019-07-08,Shabazz Napier,Lior Eliyahu,"['Timberwolves', 'Warriors']",True,True
2019-07-08_Timberwolves_Warriors=Lior Eliyahu+Treveon Graham,2019-07-08,Treveon Graham,Lior Eliyahu,"['Timberwolves', 'Warriors']",True,True
2019-07-08_Blazers_Timberwolves=Bojan Dubljevic+Jake Layman,2019-07-08,Bojan Dubljevic,Jake Layman,"['Blazers', 'Timberwolves']",True,True
2019-07-08_Grizzlies_Mavericks=Delon Wright+Satnam Singh Bhamara,2019-07-08,Satnam Singh Bhamara,Delon Wright,"['Grizzlies', 'Mavericks']",True,True
2019-07-08_Grizzlies_Mavericks=B.J. Boston Jr.+Delon Wright,2019-07-08,B.J. Boston Jr.,Delon Wright,"['Grizzlies', 'Mavericks']",True,True
2019-07-08_Nuggets_Thunder=Immanuel Quickley+Jerami Grant,2019-07-08,Jerami Grant,Immanuel Quickley,"['Nuggets', 'Thunder']",True,True
2019-07-10_Clippers_Thunder=Danilo Gallinari+Paul George,2019-07-10,Paul George,Danilo Gallinari,"['Clippers', 'Thunder']",True,False
2019-07-10_Clippers_Thunder=Paul George+Shai Gilgeous-Alexander,2019-07-10,Paul George,Shai Gilgeous-Alexander,"['Clippers', 'Thunder']",True,False
2019-07-10_Clippers_Thunder=Paul George+Tre Mann,2019-07-10,Paul George,Tre Mann,"['Clippers', 'Thunder']",True,True
2019-07-10_Clippers_Thunder=Jalen Williams+Paul George,2019-07-10,Paul George,Jalen Williams,"['Clippers', 'Thunder']",True,True
2019-07-16_Rockets_Thunder=Chris Paul+Russell Westbrook,2019-07-16,Russell Westbrook,Chris Paul,"['Rockets', 'Thunder']",True,False
2019-12-23_Cavaliers_Jazz=Dante Exum+Jordan Clarkson,2019-12-23,Dante Exum,Jordan Clarkson,"['Cavaliers', 'Jazz']",True,False
2019-12-23_Cavaliers_Jazz=Jordan Clarkson+Khalifa Diop,2019-12-23,Khalifa Diop,Jordan Clarkson,"['Cavaliers', 'Jazz']",True,True
2020-01-16_Hawks_Timberwolves=Allen Crabbe+Jeff Teague,2020-01-16,Jeff Teague,Allen Crabbe,"['Hawks', 'Timberwolves']",True,False
2020-01-16_Hawks_Timberwolves=Allen Crabbe+Treveon Graham,2020-01-16,Treveon Graham,Allen Crabbe,"['Hawks', 'Timberwolves']",True,False
2020-01-21_Blazers_Kings=Kent Bazemore+Trevor Ariza,2020-01-21,Trevor Ariza,Kent Bazemore,"['Blazers', 'Kings']",True,False
2020-01-21_Blazers_Kings=Anthony Tolliver+Trevor Ariza,2020-01-21,Trevor Ariza,Anthony Tolliver,"['Blazers', 'Kings']",True,False
2020-01-21_Blazers_Kings=Kent Bazemore+Wenyen Gabriel,2020-01-21,Wenyen Gabriel,Kent Bazemore,"['Blazers', 'Kings']",True,False
2020-01-21_Blazers_Kings=Anthony Tolliver+Wenyen Gabriel,2020-01-21,Wenyen Gabriel,Anthony Tolliver,"['Blazers', 'Kings']",True,False
2020-01-21_Blazers_Kings=Caleb Swanigan+Kent Bazemore,2020-01-21,Caleb Swanigan,Kent Bazemore,"['Blazers', 'Kings']",True,False
2020-01-21_Blazers_Kings=Anthony Tolliver+Caleb Swanigan,2020-01-21,Caleb Swanigan,Anthony Tolliver,"['Blazers', 'Kings']",True,False
2020-01-24_Mavericks_Thunder=Isaiah Roby+Justin Patton,2020-01-24,Justin Patton,Isaiah Roby,"['Mavericks', 'Thunder']",True,False
2020-01-25_Mavericks_Warriors=Justinian Jessup+Willie Cauley-Stein,2020-01-25,Willie Cauley-Stein,Justinian Jessup,"['Mavericks', 'Warriors']",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Clint Capela+Evan Turner,2020-02-05,Clint Capela,Evan Turner,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Clint Capela,2020-02-05,Clint Capela,Aleksej Pokusevski,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Maybyner Hilario,2020-02-05,Maybyner Hilario,Evan Turner,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Maybyner Hilario,2020-02-05,Maybyner Hilario,Aleksej Pokusevski,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Keita Bates-Diop+Malik Beasley,2020-02-05,Keita Bates-Diop,Malik Beasley,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Juan Hernangomez+Keita Bates-Diop,2020-02-05,Keita Bates-Diop,Juan Hernangomez,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Keita Bates-Diop,2020-02-05,Keita Bates-Diop,Jarred Vanderbilt,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Malik Beasley+Shabazz Napier,2020-02-05,Shabazz Napier,Malik Beasley,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Juan Hernangomez+Shabazz Napier,2020-02-05,Shabazz Napier,Juan Hernangomez,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Shabazz Napier,2020-02-05,Shabazz Napier,Jarred Vanderbilt,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Malik Beasley+Noah Vonleh,2020-02-05,Noah Vonleh,Malik Beasley,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Juan Hernangomez+Noah Vonleh,2020-02-05,Noah Vonleh,Juan Hernangomez,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Noah Vonleh,2020-02-05,Noah Vonleh,Jarred Vanderbilt,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Malik Beasley,2020-02-05,Gerald Green (b. 1986-01-26),Malik Beasley,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Juan Hernangomez,2020-02-05,Gerald Green (b. 1986-01-26),Juan Hernangomez,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Jarred Vanderbilt,2020-02-05,Gerald Green (b. 1986-01-26),Jarred Vanderbilt,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Malik Beasley+Zeke Nnaji,2020-02-05,Zeke Nnaji,Malik Beasley,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Juan Hernangomez+Zeke Nnaji,2020-02-05,Zeke Nnaji,Juan Hernangomez,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Zeke Nnaji,2020-02-05,Zeke Nnaji,Jarred Vanderbilt,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Clint Capela+Robert Covington,2020-02-05,Robert Covington,Clint Capela,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Maybyner Hilario+Robert Covington,2020-02-05,Robert Covington,Maybyner Hilario,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Robert Covington,2020-02-05,Robert Covington,Gerald Green (b. 1986-01-26),"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Robert Covington+Zeke Nnaji,2020-02-05,Robert Covington,Zeke Nnaji,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Clint Capela+Jordan Bell,2020-02-05,Jordan Bell,Clint Capela,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jordan Bell+Maybyner Hilario,2020-02-05,Jordan Bell,Maybyner Hilario,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Gerald Green (b. 1986-01-26)+Jordan Bell,2020-02-05,Jordan Bell,Gerald Green (b. 1986-01-26),"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jordan Bell+Zeke Nnaji,2020-02-05,Jordan Bell,Zeke Nnaji,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Malik Beasley+Robert Covington,2020-02-05,Malik Beasley,Robert Covington,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jordan Bell+Malik Beasley,2020-02-05,Malik Beasley,Jordan Bell,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Juan Hernangomez+Robert Covington,2020-02-05,Juan Hernangomez,Robert Covington,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jordan Bell+Juan Hernangomez,2020-02-05,Juan Hernangomez,Jordan Bell,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Robert Covington,2020-02-05,Jarred Vanderbilt,Robert Covington,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Jarred Vanderbilt+Jordan Bell,2020-02-05,Jarred Vanderbilt,Jordan Bell,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Robert Covington,2020-02-05,Evan Turner,Robert Covington,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Jordan Bell,2020-02-05,Evan Turner,Jordan Bell,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Keita Bates-Diop,2020-02-05,Evan Turner,Keita Bates-Diop,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Shabazz Napier,2020-02-05,Evan Turner,Shabazz Napier,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Evan Turner+Noah Vonleh,2020-02-05,Evan Turner,Noah Vonleh,"Timberwolves,Hawks,Nuggets,Rockets",True,False
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Robert Covington,2020-02-05,Aleksej Pokusevski,Robert Covington,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Jordan Bell,2020-02-05,Aleksej Pokusevski,Jordan Bell,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Keita Bates-Diop,2020-02-05,Aleksej Pokusevski,Keita Bates-Diop,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Shabazz Napier,2020-02-05,Aleksej Pokusevski,Shabazz Napier,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-05_Hawks_Nuggets_Rockets_Timberwolves=Aleksej Pokusevski+Noah Vonleh,2020-02-05,Aleksej Pokusevski,Noah Vonleh,"Timberwolves,Hawks,Nuggets,Rockets",True,True
2020-02-06_76ers_Magic=James Ennis III+Paul Reed,2020-02-06,Paul Reed,James Ennis III,"['76ers', 'Magic']",True,True
2020-02-06_76ers_Warriors=Alec Burks+Nico Mannion,2020-02-06,Alec Burks,Nico Mannion,"['76ers', 'Warriors']",True,True
2020-02-06_76ers_Warriors=Aaron Wiggins+Alec Burks,2020-02-06,Alec Burks,Aaron Wiggins,"['76ers', 'Warriors']",True,True
2020-02-06_76ers_Warriors=Alec Burks+Tyrese Martin,2020-02-06,Alec Burks,Tyrese Martin,"['76ers', 'Warriors']",True,True
2020-02-06_76ers_Warriors=Glenn Robinson III+Nico Mannion,2020-02-06,Glenn Robinson III,Nico Mannion,"['76ers', 'Warriors']",True,True
2020-02-06_76ers_Warriors=Aaron Wiggins+Glenn Robinson III,2020-02-06,Glenn Robinson III,Aaron Wiggins,"['76ers', 'Warriors']",True,True
2020-02-06_76ers_Warriors=Glenn Robinson III+Tyrese Martin,2020-02-06,Glenn Robinson III,Tyrese Martin,"['76ers', 'Warriors']",True,True
2020-02-06_Cavaliers_Pistons=Andre Drummond+Brandon Knight,2020-02-06,Andre Drummond,Brandon Knight,"['Cavaliers', 'Pistons']",True,False
2020-02-06_Cavaliers_Pistons=Andre Drummond+John Henson,2020-02-06,Andre Drummond,John Henson,"['Cavaliers', 'Pistons']",True,False
2020-02-06_Hawks_Kings=Dewayne Dedmon+Jabari Parker,2020-02-06,Dewayne Dedmon,Jabari Parker,"['Hawks', 'Kings']",True,False
2020-02-06_Hawks_Kings=Alex Len+Dewayne Dedmon,2020-02-06,Dewayne Dedmon,Alex Len,"['Hawks', 'Kings']",True,False
2020-02-06_Hawks_Kings=Jabari Parker+Skylar Mays,2020-02-06,Skylar Mays,Jabari Parker,"['Hawks', 'Kings']",True,True
2020-02-06_Hawks_Kings=Alex Len+Skylar Mays,2020-02-06,Skylar Mays,Alex Len,"['Hawks', 'Kings']",True,True
2020-02-06_Hawks_Kings=Jabari Parker+Sharife Cooper,2020-02-06,Sharife Cooper,Jabari Parker,"['Hawks', 'Kings']",True,True
2020-02-06_Hawks_Kings=Alex Len+Sharife Cooper,2020-02-06,Sharife Cooper,Alex Len,"['Hawks', 'Kings']",True,True
2020-02-06_Nuggets_Wizards=Jordan McRae+Shabazz Napier,2020-02-06,Jordan McRae,Shabazz Napier,"['Nuggets', 'Wizards']",True,False
2020-02-06_Timberwolves_Warriors=Andrew Wiggins+D'Angelo Russell,2020-02-06,D'Angelo Russell,Andrew Wiggins,"['Timberwolves', 'Warriors']",True,False
2020-02-06_Timberwolves_Warriors=D'Angelo Russell+Jonathan Kuminga,2020-02-06,D'Angelo Russell,Jonathan Kuminga,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Timberwolves_Warriors=D'Angelo Russell+Miles McBride,2020-02-06,D'Angelo Russell,Miles McBride,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Timberwolves_Warriors=Andrew Wiggins+Jacob Evans,2020-02-06,Jacob Evans,Andrew Wiggins,"['Timberwolves', 'Warriors']",True,False
2020-02-06_Timberwolves_Warriors=Jacob Evans+Jonathan Kuminga,2020-02-06,Jacob Evans,Jonathan Kuminga,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Timberwolves_Warriors=Jacob Evans+Miles McBride,2020-02-06,Jacob Evans,Miles McBride,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Timberwolves_Warriors=Andrew Wiggins+Omari Spellman,2020-02-06,Omari Spellman,Andrew Wiggins,"['Timberwolves', 'Warriors']",True,False
2020-02-06_Timberwolves_Warriors=Jonathan Kuminga+Omari Spellman,2020-02-06,Omari Spellman,Jonathan Kuminga,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Timberwolves_Warriors=Miles McBride+Omari Spellman,2020-02-06,Omari Spellman,Miles McBride,"['Timberwolves', 'Warriors']",True,True
2020-02-06_Grizzlies_Rockets=Bruno Caboclo+Jordan Bell,2020-02-06,Jordan Bell,Bruno Caboclo,"['Grizzlies', 'Rockets']",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Andre Iguodala+Dion Waiters,2020-02-06,Dion Waiters,Andre Iguodala,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Dion Waiters+Jae Crowder,2020-02-06,Dion Waiters,Jae Crowder,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Dion Waiters+Solomon Hill,2020-02-06,Dion Waiters,Solomon Hill,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Andre Iguodala+Justise Winslow,2020-02-06,Justise Winslow,Andre Iguodala,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Jae Crowder+Justise Winslow,2020-02-06,Justise Winslow,Jae Crowder,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Justise Winslow+Solomon Hill,2020-02-06,Justise Winslow,Solomon Hill,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Andre Iguodala+Gorgui Dieng,2020-02-06,Gorgui Dieng,Andre Iguodala,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Gorgui Dieng+Jae Crowder,2020-02-06,Gorgui Dieng,Jae Crowder,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Gorgui Dieng+Solomon Hill,2020-02-06,Gorgui Dieng,Solomon Hill,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Andre Iguodala+James Johnson,2020-02-06,Andre Iguodala,James Johnson,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Jae Crowder+James Johnson,2020-02-06,Jae Crowder,James Johnson,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=James Johnson+Solomon Hill,2020-02-06,Solomon Hill,James Johnson,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Grizzlies_Heat_Timberwolves=Gorgui Dieng+James Johnson,2020-02-06,James Johnson,Gorgui Dieng,"Timberwolves,Grizzlies,Heat",True,False
2020-02-06_Clippers_Knicks_Wizards=Isaiah Thomas+Moe Harkless,2020-02-06,Isaiah Thomas,Moe Harkless,"Wizards,Clippers,Knicks",True,False
2020-02-06_Clippers_Knicks_Wizards=Isaiah Thomas+Jerome Robinson,2020-02-06,Isaiah Thomas,Jerome Robinson,"Wizards,Clippers,Knicks",True,False
2020-02-06_Clippers_Knicks_Wizards=Isaiah Thomas+Udoka Azubuike,2020-02-06,Isaiah Thomas,Udoka Azubuike,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Isaiah Thomas+Jeremiah Robinson Earl,2020-02-06,Isaiah Thomas,Jeremiah Robinson Earl,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Marcus Morris+Moe Harkless,2020-02-06,Marcus Morris,Moe Harkless,"Wizards,Clippers,Knicks",True,False
2020-02-06_Clippers_Knicks_Wizards=Jerome Robinson+Marcus Morris,2020-02-06,Marcus Morris,Jerome Robinson,"Wizards,Clippers,Knicks",True,False
2020-02-06_Clippers_Knicks_Wizards=Marcus Morris+Udoka Azubuike,2020-02-06,Marcus Morris,Udoka Azubuike,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Jeremiah Robinson Earl+Marcus Morris,2020-02-06,Marcus Morris,Jeremiah Robinson Earl,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Marcus Morris+Yusuf Sanon,2020-02-06,Yusuf Sanon,Marcus Morris,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Earl+Marcus Morris,2020-02-06,Earl,Marcus Morris,"Wizards,Clippers,Knicks",True,True
2020-02-06_Clippers_Knicks_Wizards=Jerome Robinson+Yusuf Sanon,2020-02-06,Jerome Robinson,Yusuf Sanon,"Wizards,Clippers,Knicks",True,True
2020-11-16_Suns_Thunder=Chris Paul+Ricky Rubio,2020-11-16,Chris Paul,Ricky Rubio,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Chris Paul+Kelly Oubre Jr.,2020-11-16,Chris Paul,Kelly Oubre Jr.,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Chris Paul+Ty Jerome,2020-11-16,Chris Paul,Ty Jerome,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Chris Paul+Jalen Lecque,2020-11-16,Chris Paul,Jalen Lecque,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Chris Paul+Peyton Watson,2020-11-16,Chris Paul,Peyton Watson,"['Suns', 'Thunder']",True,True
2020-11-16_Suns_Thunder=Abdel Nader+Ricky Rubio,2020-11-16,Abdel Nader,Ricky Rubio,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Abdel Nader+Kelly Oubre Jr.,2020-11-16,Abdel Nader,Kelly Oubre Jr.,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Abdel Nader+Ty Jerome,2020-11-16,Abdel Nader,Ty Jerome,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Abdel Nader+Jalen Lecque,2020-11-16,Abdel Nader,Jalen Lecque,"['Suns', 'Thunder']",True,False
2020-11-16_Suns_Thunder=Abdel Nader+Peyton Watson,2020-11-16,Abdel Nader,Peyton Watson,"['Suns', 'Thunder']",True,True
2020-11-18_Bucks_Magic=Jordan Nwora+Max Christie,2020-11-18,Jordan Nwora,Max Christie,"['Bucks', 'Magic']",False,True
2020-11-18_Jazz_Knicks=Ante Tomic+Udoka Azubuike,2020-11-18,Udoka Azubuike,Ante Tomic,"['Jazz', 'Knicks']",False,True
